,Tweets,Dates,Tweet without StopWords,Subjectivity,Polarity,Label
141," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
142, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
143,  It was Germany not America.... all America did was buy it.... America didn’t even put $1.00 into its developemen…,12/14/2020,germany america.... america buy it.... america didn’t even put $1.00 developemen…,0,0,Neutral
144,Encouraging vaccine uptake in London might be the main driver behind govt decision today. The more freedoms you t… ,12/14/2020,encouraging vaccine uptake london might main driver behind govt decision today. freedoms t…,0.511111111,0.088888889,Positive
145, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
146, _Manhattan_00   Fine mexico didn't pay for the wall directly. Nowhere… ,12/14/2020,_manhattan_00 fine mexico pay wall directly. nowhere…,0.45,0.258333333,Positive
147," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
148," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
149," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
150, _Manhattan_00   *sighs*. Off the top of my head besides Stormy Mexico didn… ,12/14/2020,_manhattan_00 *sighs*. top head besides stormy mexico didn…,0.5,0.5,Positive
151, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
152,_nyc NEW COVID19 vaccines will probably prevent you from getting sick. No one knows yet whether they will keep you from sprea…,12/14/2020,_nyc new covid19 vaccines probably prevent getting sick. one knows yet whether keep sprea…,0.655844156,-0.288961039,Negative
153,As  learned this morning  has received its first shipment of COVID19 vaccine.  Team Cov… ,12/14/2020,learned morning received first shipment covid19 vaccine. team cov…,0.333333333,0.25,Positive
154," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
155, NOW I’m in Jonesboro Arkansas at  where the FIRST frontline workers will receive their COVID vaccine. A spok…,12/14/2020,i’m jonesboro arkansas first frontline workers receive covid vaccine. spok…,0.333333333,0.25,Positive
156, NOW I’m in Jonesboro Arkansas at  where the FIRST frontline workers will receive their COVID vaccine. A spok…,12/14/2020,i’m jonesboro arkansas first frontline workers receive covid vaccine. spok…,0.333333333,0.25,Positive
157," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
158,NOW I’m in Jonesboro Arkansas at  where the FIRST frontline workers will receive their COVID vaccine.… ,12/14/2020,i’m jonesboro arkansas first frontline workers receive covid vaccine.…,0.333333333,0.25,Positive
159,Frist vaccine given to Nurse in New york. Hope to see world wide distribution soon and end of pandemic,12/14/2020,frist vaccine given nurse new york. hope see world wide distribution soon end pandemic,0.427272727,0.018181818,Positive
160,The Trump administration turned down more vaccine doses 'as recently as November' former FDA commissioner says… ,12/14/2020,trump administration turned vaccine doses 'as recently november' former fda commissioner says…,0.259722222,0.086111111,Positive
161," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
162, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
163,Join SUNY Downstate President Dr. Wayne J. Riley as he discusses the COVID-19 vaccine during the Winter 2020 Virtua… ,12/14/2020,join suny downstate president dr. wayne j. riley discusses covid-19 vaccine winter 2020 virtua…,0,0,Neutral
164," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
165,📰 NEWS ALERT AMD shares are trading higher. Strength appears related to overall market strength amid the US COVID-… ,12/14/2020,📰 news alert amd shares trading higher. strength appears related overall market strength amid us covid-…,0.3,0.083333333,Positive
166,  NY has a governor that killed 1000 in nursing homes that 2 weeks before Christmas put… ,12/14/2020,ny governor killed 1000 nursing homes 2 weeks christmas put…,0,-0.2,Negative
167, And the news is goofy too. The world is coming to an end but the govt. might save you with $600.0… ,12/14/2020,news goofy too. world coming end govt. might save $600.0…,1,0.5,Positive
168," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
169, Me!  Biden's team should get the vaccine first.  Cheato's team already got it or at the very least… ,12/14/2020,me! biden's team get vaccine first. cheato's team already got least…,0.316666667,0.225,Positive
170," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
171,The Trump administration turned down more vaccine doses 'as recently as November' former FDA commissioner says ,12/14/2020,trump administration turned vaccine doses 'as recently november' former fda commissioner says,0.259722222,0.086111111,Positive
172, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
173, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
174,Funding for vaccine distribution at stake in the push for a new Covid relief bill. I know cause Mitch the bitch say… ,12/14/2020,funding vaccine distribution stake push new covid relief bill. know cause mitch bitch say…,0.454545455,0.136363636,Positive
175," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
176, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
177, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
178," ""I feel like healing is coming."" Sandra Lindsay a critical care nurse in NYC is the first person in New York to get a COVID-…",12/14/2020,"""i feel like healing coming."" sandra lindsay critical care nurse nyc first person new york get covid-…",0.529292929,0.128787879,Positive
179, In Puerto Rico “Ashford Hospital announced today that they would administer today at 300 pm the first vaccine of the…,12/14/2020,puerto rico “ashford hospital announced today would administer today 300 pm first vaccine the…,0.333333333,0.25,Positive
